"Reflection","Title","Date Created","Date Edited"
"very good for basics fundamentals in detail","=HYPERLINK(""https://springboard.percipio.com/courses/67fd5fd0-33c1-4127-a2ca-6423f1ef3f8e"",""Python Basics"")","Jun 6, 2024",""
